,model,batch_size,epochs,dataset_size,time_to_train,time_to_retrain,time_to_predict,accuracy,name
26,CNN,128,1,19800,8.080288887023926,4.713219165802002,2.111515760421753,0.9492999911308289,Aleks
27,RNN,128,1,20400,9.353699684143066,3.6629772186279297,5.312647104263306,0.8145999908447266,Aleks
28,FNN,128,1,20400,7.523471117019653,5.386632919311523,1.7836027145385742,0.8902000188827515,Aleks
29,CNN,128,1,20400,8.482086896896362,5.307905912399292,2.6985225677490234,0.9513999819755554,Aleks
30,RNN,128,1,21000,9.393015146255493,3.6038761138916016,5.285613298416138,0.7713000178337097,Aleks
31,FNN,128,1,21000,7.236739873886108,3.0704119205474854,1.8066954612731934,0.8948000073432922,Aleks
32,CNN,128,1,21000,12.426697731018066,5.434548616409302,2.587005376815796,0.9480999708175659,Aleks
33,RNN,128,1,21600,9.146275281906128,3.859196901321411,3.016608953475952,0.8166999816894531,Aleks
34,FNN,128,1,21600,5.448254585266113,5.31728458404541,1.7279350757598877,0.8968999981880188,Aleks
35,CNN,128,1,21600,8.385965585708618,5.324949741363525,2.354823589324951,0.9473000168800354,Aleks
36,RNN,128,1,22200,9.886013507843018,5.285215139389038,5.2800586223602295,0.7547000050544739,Aleks
37,FNN,128,1,22200,5.525877952575684,3.050346851348877,2.7109038829803467,0.8948000073432922,Aleks
38,CNN,128,1,22200,12.485905885696411,5.607526779174805,2.250415563583374,0.949400007724762,Aleks
39,RNN,128,1,22800,11.550359010696411,5.299566745758057,5.275881767272949,0.7634000182151794,Aleks
40,FNN,128,1,22800,6.819791555404663,5.34854531288147,2.7157580852508545,0.9002000093460083,Aleks
41,CNN,128,1,22800,9.06575059890747,10.50843334197998,5.2818827629089355,0.9503999948501587,Aleks
42,RNN,128,1,23400,9.121094703674316,5.295088291168213,5.315784692764282,0.8118000030517578,Aleks
43,FNN,128,1,23400,6.708722829818726,5.334311246871948,2.7386982440948486,0.9014000296592712,Aleks
44,CNN,128,1,23400,9.67380976676941,10.410890102386475,5.260873079299927,0.9527000188827515,Aleks
45,RNN,128,1,24000,9.108002424240112,5.32507061958313,5.270076036453247,0.7702999711036682,Aleks
46,FNN,128,1,24000,5.8030500411987305,5.281672239303589,2.7077853679656982,0.8967000246047974,Aleks
47,CNN,128,1,24000,8.9485445022583,10.495287418365479,5.279298543930054,0.953000009059906,Aleks
48,RNN,128,1,24600,8.92986536026001,5.314392328262329,5.247727870941162,0.8317999839782715,Aleks
49,FNN,128,1,24600,5.630262136459351,5.340357065200806,2.082087516784668,0.8873000144958496,Aleks
50,CNN,128,1,24600,13.74648141860962,10.437489032745361,5.262326717376709,0.9549999833106995,Aleks
51,RNN,128,1,25200,8.96887993812561,4.396665096282959,5.253948450088501,0.817300021648407,Aleks
52,FNN,128,1,25200,5.679998397827148,5.2303550243377686,2.6592705249786377,0.8973000049591064,Aleks
53,CNN,128,1,25200,10.061680793762207,10.4215567111969,5.304448127746582,0.9549999833106995,Aleks
54,RNN,128,1,25800,13.621486902236938,5.287259340286255,2.5901455879211426,0.8335999846458435,Aleks
55,FNN,128,1,25800,6.761473894119263,4.090352535247803,2.7003254890441895,0.8996000289916992,Aleks
56,CNN,128,1,25800,11.944923877716064,7.131970167160034,2.476553201675415,0.9549999833106995,Aleks
57,RNN,128,1,26400,14.311747789382935,5.329993724822998,5.293610095977783,0.8503999710083008,Aleks
58,FNN,128,1,26400,6.845807075500488,5.2955169677734375,2.697448968887329,0.9003999829292297,Aleks
59,CNN,128,1,26400,12.07168436050415,10.495681047439575,3.241093158721924,0.9531000256538391,Aleks
60,RNN,128,1,27000,9.008031368255615,4.46126651763916,5.250007390975952,0.8366000056266785,Aleks
61,FNN,128,1,27000,6.78457236289978,5.343148946762085,2.6672537326812744,0.9021000266075134,Aleks
62,CNN,128,1,27000,11.893133640289307,10.41833233833313,5.242621898651123,0.9609000086784363,Aleks
